c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
,,,,,,,,,
" Kenia Washed Wypał 1",,,,,,,,,
21/11/2025,,,,,,,,,
Unspecified Bean,,,,,,,,,
,,,,,,,,,
Milestones,,,,,,,,,
1st Crack,Start,,,End,,,,,
,Index,Time,,Index,Time,,,,
,968,8:04,,-,-,,,,
,,,,,,,,,
2st Crack,Start,,,End,,,,,
,Index,Time,,Index,Time,,,,
,-,-,,-,-,,,,
,,,,,,,,,
Yellowing,Start index,Start time,,,,,,,
,448,3:44,,,,,,,
,,,,,,,,,
,,,,,,,,,
Timeline,Index,Time,IBTS Temp,Bean Probe Temp,IBTS ROR,Bean Probe ROR,Power Setting,Drum Setting,Fan Setting
,526,8:46,204.78,179.63,-2.03,8.91,5,7,5
,527,8:47,204.72,179.79,-3.17,9.3,5,7,5
,528,8:48,204.66,179.94,-3.66,9.15,5,7,5
,529,8:49,204.6,180.09,-3.48,9.13,5,7,5
,530,8:50,204.57,180.24,-2.68,9.08,5,7,5
,531,8:51,204.56,180.39,-1.39,8.99,5,7,5
,532,8:52,204.57,180.53,0.2,8.01,5,7,5
,533,8:53,204.61,180.66,1.86,7.32,5,7,5
,534,8:54,204.68,180.78,3.46,7.34,5,7,5
,535,8:55,204.77,180.9,4.85,7.12,5,7,5
,536,8:56,204.88,181.01,6,6.82,5,7,5
,537,8:57,205,181.14,6.84,7.69,5,7,5
,538,8:58,205.13,181.28,7.4,8.46,5,7,5
,539,8:59,205.25,181.41,7.65,8.22,5,7,5
,540,9:00,205.38,181.55,7.53,7.73,5,7,5
,541,9:01,205.49,181.67,7,7.35,5,7,5
,542,9:02,205.58,181.78,6.06,6.7,5,7,5
,543,9:03,205.65,181.89,4.79,6.14,5,7,5
,544,9:04,205.69,181.94,3.33,5.93,5,7,5
,545,9:05,205.71,182.03,1.88,5.81,5,7,5
,546,9:06,205.72,182.13,0.69,6.14,5,7,5
,547,9:07,205.72,182.24,-0.01,6.54,5,7,5
,548,9:08,205.72,182.36,-0.13,7.15,5,7,5
,549,9:09,205.73,182.49,0.43,7.97,5,7,5
,550,9:10,205.77,182.63,1.53,9.05,5,7,5
,551,9:11,205.83,182.79,3.02,9.4,5,7,5
,552,9:12,205.92,182.94,4.64,9.2,5,7,5
,553,9:13,206.03,183.09,6.13,8.49,5,7,5
,554,9:14,206.15,183.22,7.2,7.64,5,7,5
,555,9:15,206.28,183.33,7.57,6.7,5,7,5
,556,9:16,206.39,183.44,7.16,6.41,5,7,5
,557,9:17,206.48,183.55,5.95,6.25,5,7,5
,558,9:18,206.53,183.65,4.2,6.34,5,7,5
,559,9:19,206.56,183.76,2.2,6.65,5,7,5
